image_url,estimate_id,province,city_name,driver_platform,activity_type,activity_breakdown,activity_zone_image_urls,activity_detail_image_urls,driver_category,submit_time,submit_timestamp_ms,event_time,is_recognized,activity_name_result,activity_city_result,activity_fence,discount_rules,validity_period_start_time,validity_period_end_time,applicable_time_period,order_timeliness_type,order_categories,dis_range,purchase_start_time,purchase_end_time,reduce_after_price,est_price
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/933be3a1d7d358/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/c3b0d8a4a83c7/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3d11cd0c5f1854/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,698560445648d0049ccba92c,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时出行,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7833d05b0aab3c/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/933be3a1d7d358/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/c3b0d8a4a83c7/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3d11cd0c5f1854/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,普通版,2026-02-06 11:30:12,1770348612623,1770348612,True,30天免佣卡,北京市,"[""北京市""]","{""name"":""30天免佣单数无上限"",""detail"":{}}",01-20 21:59:00,01-27 23:44:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,01-20 21:59:00,01-27 23:44:59,,1399
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/d81519c8e89ee8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055127_1095_45.jpg?x-s3-process=image/resize,698432c4b1be98049cbbbe8e,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMJ0uJCAPluBQ9uDIYEtxmsl3TdyHsdp7ZF6OFj//drBl4MjhtNVG8y5YxHLsqjcTTQ==,,及时用车,免佣卡,工作日早高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/173dc139d3c305/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055129_1097_45.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/d81519c8e89ee8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055127_1095_45.jpg?x-s3-process=image/resize,普通版,2026-02-05 14:03:49,1770271429498,1770271429,True,工作日早高峰免佣,咸阳市,,"{""name"":""享单单免佣"",""detail"":{}}",02-02 02:17:12,02-08 23:59:59,"{""工作日"":[""07:00:00 - 09:00:00""]}","[""实时单"",""市内拼车单""]","[""市内拼车单""]",,,,,0
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/5b11726a6b18f8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055125_1093_45.jpg?x-s3-process=image/resize,6984330ca4441104832c7ddf,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,及时用车,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1340b87f94e24d/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055129_1097_45.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/5b11726a6b18f8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055125_1093_45.jpg?x-s3-process=image/resize,普通版,2026-02-05 14:05:01,1770271501737,1770271501,False,,,,,,,,,,,,,,
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e46da23b961e88/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055626_1111_45.jpg?x-s3-process=image/resize,698433851de42e0495e4cb1d,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMJ0uJCAPluBQ9uDIYEtxmsl3TdyHsdp7ZF6OFj//drBl4MjhtNVG8y5YxHLsqjcTTQ==,,喜行约车,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/72cc3b5c1f35c4/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055633_1115_45.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e46da23b961e88/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055626_1111_45.jpg?x-s3-process=image/resize,普通版,2026-02-05 14:07:02,1770271622737,1770271622,True,时段免佣卡,咸阳市,,"{""name"":""享单单免佣"",""detail"":{}}",02-14 00:00:00,02-14 23:59:59,"{""每日"":[""10:30:00 - 12:00:59"",""13:00:00 - 14:30:59""]}","[""实时单"",""预约单"",""市内拼车单""]","[""市内拼车单""]",,,,,0
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f755e5d5b5453/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062901_1968_50.jpg?x-s3-process=image/resize,69819623cab52f04b68d5759,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,及时用车,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13e411412361d5/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062847_1961_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b4414677b880e8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062850_1963_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/93b6bbd422eaa8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062848_1962_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f755e5d5b5453/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062901_1968_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 14:30:59,1770100259428,1770100259,True,7天时段免佣卡,西安市,,"{""name"":""7天免佣单数无上限"",""detail"":{}}",,,"{""每日"":[""00:00:00 - 06:59:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单"",""MT单""]",,02-02 23:40:00,02-09 23:40:59,,218
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/89cc96df2d1b08/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070711_2151_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/96bb890cf53298/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070701_2146_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/15d6f20eca66a6/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070703_2147_50.jpg?x-s3-process=image/resize,6984155cfb530e04a4e09d84,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,及时用车,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/75454fea9b8768/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070659_2145_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a780b9401f1828/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070656_2143_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1653039daf31f/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070657_2144_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/89cc96df2d1b08/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070711_2151_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/96bb890cf53298/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070701_2146_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/15d6f20eca66a6/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070703_2147_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 11:58:21,1770263901868,1770263901,True,7天时段免佣卡,西安市,"[""西安市""]","{""name"":""7天免佣单数无上限"",""detail"":{}}",02-05 00:00:00,02-05 23:59:59,"{""每日"":[""00:00:00 - 06:59:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单"",""MT单"",""经济型单"",""经济型MJ单"",""市内拼车单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特快车单""]",,02-02 23:40:00,02-09 23:40:59,,218
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b27f96a3f53b28/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063159_1977_50.jpg?x-s3-process=image/resize,69819e085f14d1048a97a628,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,喜行约车,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1142a04f40dc27/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063153_1974_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/68c6ee1a91f73/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063151_1972_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/ee62c21f5d028/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063152_1973_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b27f96a3f53b28/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203063159_1977_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 15:04:39,1770102279993,1770102279,True,时段免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",02-03 00:00:00,02-03 23:59:59,"{""每日"":[""00:00:00 - 07:00:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""经济型单"",""特惠单"",""特快车单"",""市内拼车单"",""优享型单"",""专车型单""]",,02-02 00:00:00,02-03 12:00:59,0.88,78
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/17b5f7706976ea/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14d14f0f8d4d5b/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a55cb5b3878428/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,69855249050a54048a11f15b,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时出行,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1989fbb1b049e1/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/17b5f7706976ea/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14d14f0f8d4d5b/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a55cb5b3878428/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,普通版,2026-02-06 10:30:32,1770345032920,1770345032,True,30天免佣卡,北京市,,"{""name"":""30天免佣单数无上限"",""detail"":{}}",01-20 21:59:00,01-27 23:44:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,01-20 21:59:00,01-27 23:44:59,,1399
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a25c1620207b9/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055435_1105_45.jpg?x-s3-process=image/resize,6984315a4c2ab804c4346cf8,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMJ0uJCAPluBQ9uDIYEtxmsl3TdyHsdp7ZF6OFj//drBl4MjhtNVG8y5YxHLsqjcTTQ==,,E定行,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/159c56998e4002/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055441_1109_45.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a25c1620207b9/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205055435_1105_45.jpg?x-s3-process=image/resize,普通版,2026-02-05 13:57:48,1770271068012,1770271068,False,,,,,,,,,,,,,,
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4af4abeab13544/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070958_2158_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f37a47aaf0dd3/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070959_2159_50.jpg?x-s3-process=image/resize,69842428050a54048a11d036,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,喜行约车,免佣卡,1日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/9ac958e51187f8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070955_2155_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a4dc97fc6fead8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070957_2157_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/12452b3b075156/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070956_2156_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4af4abeab13544/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070958_2158_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f37a47aaf0dd3/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070959_2159_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 13:01:30,1770267690376,1770267690,True,免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",02-05 00:00:00,02-05 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""经济型单"",""特惠单"",""特快车单"",""市内拼车单"",""优享型单"",""专车型单""]",,02-04 00:00:00,02-05 12:00:59,0.99,73
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/10ef57c1b8106a/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062615_1957_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13a522280bd591/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062613_1956_50.jpg?x-s3-process=image/resize,69819b515db18a0495b81d4a,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,蓉橙出行,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/178c7a7e208887/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062604_1951_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1285363e7bf431/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062606_1952_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1949a0c7438952/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062602_1950_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/10ef57c1b8106a/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062615_1957_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13a522280bd591/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062613_1956_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 14:53:05,1770101585723,1770101585,True,7天免佣卡,西安市,"[""西安市""]","{""name"":""7天免佣单数无上限"",""detail"":{}}",02-02 12:00:00,02-09 12:00:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单"",""市内拼车单"",""经济型单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特快车单""]",,02-02 12:00:00,02-09 12:00:59,,219
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b94a542114f73/%7B86EEE32F-D988-4ED9-95BF-304570168659%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7b132910d1b6ec/%7BD2B014C6-42B2-4DFB-95F9-A028181705C6%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3a0e755db7a6e4/%7B96DCC353-F965-40A4-89CA-9E9C22EF48E6%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/194552a0b06f33/%7BF024C5B8-86FD-428E-9F1C-A7BE26982953%7D.png?x-s3-process=image/resize,697c2f4765cac304c96cc605,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,飞嘀打车,免佣卡,1日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/76042744ca0a78/%7B3E0F654C-E1F2-4D5A-95DB-A26D230B11AE%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/b94a542114f73/%7B86EEE32F-D988-4ED9-95BF-304570168659%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7b132910d1b6ec/%7BD2B014C6-42B2-4DFB-95F9-A028181705C6%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/3a0e755db7a6e4/%7B96DCC353-F965-40A4-89CA-9E9C22EF48E6%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/194552a0b06f33/%7BF024C5B8-86FD-428E-9F1C-A7BE26982953%7D.png?x-s3-process=image/resize,普通版,2026-01-30 12:10:47,1769746247313,1769746247,True,免佣卡,北京市,"[""延庆区"",""密云区"",""平谷区"",""怀柔区"",""大兴区"",""昌平区"",""顺义区"",""通州区"",""房山区"",""门头沟区"",""兴区""]","{""name"":""免佣单数无上限"",""detail"":{}}",01-26 00:00:00,01-26 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单"",""经济型单"",""市内拼车单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特快车单""]",,01-23 21:00:00,01-26 23:44:59,,68
